ID YouTube;Titre;Duree;Duree_Secondes;Vues;Date_Publication;Lien_YouTube;Deja_Dans_App
"WprJUXJR6NQ";"🎸 Il vivait la vie de rêve… Pourquoi a-t-il choisi l’Islam ? | Témoignage bouleversant";"26:55";1615;"3,1 k vues";"il y a 2 semaines";"https://www.youtube.com/watch?v=WprJUXJR6NQ";"NON"
"Ut6CrIbX1sc";"AKHI AYMAN DISCUSSION VIRALE";"48:20";2900;"899 vues";"il y a 3 semaines";"https://www.youtube.com/watch?v=Ut6CrIbX1sc";"NON"
"w0pzjVy_tIA";"Rien ne pouvait le convaincre… jusqu’à ce qu’il découvre l’Islam";"27:15";1635;"4,3 k vues";"il y a 3 semaines";"https://www.youtube.com/watch?v=w0pzjVy_tIA";"NON"
"qiJzdEwPwWw";"Un jeune homme de l'Italie embrasse l'islam d'une manière étonnante.";"16:23";983;"3,3 k vues";"il y a 3 semaines";"https://www.youtube.com/watch?v=qiJzdEwPwWw";"NON"
"EWg2z42enho";"Il avait tout pour être heureux… mais quelque chose lui manquait";"14:19";859;"1,5 k vues";"il y a 3 semaines";"https://www.youtube.com/watch?v=EWg2z42enho";"NON"
"wqiyQ9VLIzA";"Il a découvert l’Islam et sa vie a changé — L’incroyable histoire d’Abdullah ibn Loren";"14:00";840;"4,8 k vues";"il y a 4 semaines";"https://www.youtube.com/watch?v=wqiyQ9VLIzA";"NON"
"fRG2nV1x9YE";"Un Protestant Américain quitte le Christianisme et accepte l’ISLAM : son témoignage bouleversant";"31:55";1915;"3,1 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=fRG2nV1x9YE";"NON"
"1hMvMdmTFk8";"IL CHERCHAIT DIEU…IL A TROUVÉ L’ISLAM";"15:48";948;"2,6 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=1hMvMdmTFk8";"NON"
"OvWjFQQXmgY";"Un Prof Cherche une Erreur dans le Coran… et Découvre Quelque Chose d’Inattendu";"11:20";680;"1,1 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=OvWjFQQXmgY";"NON"
"CVcunEiRgXE";"Il cherchait la vérité… puis le Coran lui a parlé directement";"23:20";1400;"4,9 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=CVcunEiRgXE";"NON"
"Xm5iAyFv_PM";"Il était convaincu que l'Islam était faux… voici ce qui s'est passé";"17:32";1052;"4,5 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=Xm5iAyFv_PM";"NON"
"ZlOubFmEp-g";"Pourquoi j'ai quitté le catholicisme pour l'Islam | Mon histoire à Bahreïn";"11:16";676;"1,8 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=ZlOubFmEp-g";"NON"
"05tJf3TVx74";"J'ai rejeté l'Islam pendant 15 ans… Puis un simple vol a tout changé";"14:43";883;"1,8 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=05tJf3TVx74";"NON"
"vikfQxGBiAk";"Un soldat américain débat avec un musulman";"12:32";752;"2,2 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=vikfQxGBiAk";"NON"
"ECfUoGCxJ60";"Conversion d’une catholique à l’islam après un débat au travail";"11:45";705;"1,8 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=ECfUoGCxJ60";"NON"
"nT-t_NZVcvU";"Il pensait que la religion était finie… jusqu’à sa rencontre avec l’Islam";"11:43";703;"1,5 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=nT-t_NZVcvU";"NON"
"2BrJDrQ8t-M";"Comment j'ai trouvé l'ISLAM et la VÉRITÉ";"52:33";3153;"3,3 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=2BrJDrQ8t-M";"NON"
"pQOfErvr4Q4";"Comment prouver la prophétie de Muhammad ﷺ à un non-musulman ?";"27:43";1663;"580 vues";"il y a 1 mois";"https://www.youtube.com/watch?v=pQOfErvr4Q4";"NON"
"FH4cWQzctWk";"Un enseignant de philosophie canadien, embrasse l'islam";"12:08";728;"2,1 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=FH4cWQzctWk";"NON"
"Ur_Yu9ppagw";"De l'incertitude à la paix : mon chemin vers l'Islam.";"16:55";1015;"2 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=Ur_Yu9ppagw";"NON"
"ID7Jnj9BFm0";"J'ai commencé à lire le Coran en étant chrétien… puis je me suis converti à l'Islam !";"15:28";928;"2,5 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=ID7Jnj9BFm0";"NON"
"VvS8BlJZ840";"Un Juif se convertit à l'Islam : « Je suis les pas de mes ancêtres » | Témoignage bouleversant";"19:19";1159;"5,4 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=VvS8BlJZ840";"NON"
"41ZWRW-Jqdw";"Rejeté par sa famille après sa conversion à l'Islam";"21:10";1270;"1,4 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=41ZWRW-Jqdw";"NON"
"TdBCCG1_8mQ";"Convertie à l'Islam : ""Une évidence spirituelle"" | Aisha Davis (Pays de Galles)";"17:03";1023;"784 vues";"il y a 1 mois";"https://www.youtube.com/watch?v=TdBCCG1_8mQ";"NON"
"99opzofXn1Y";"Comment l'islam est-il présenté dans les milieux religieux juifs?";"20:08";1208;"1,1 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=99opzofXn1Y";"NON"
"gKdLTTz0mHM";"Islam, soumission et éveil spirituel – Dr Hamza Yusuf explique le Coran et la prière";"46:17";2777;"1,2 k vues";"il y a 1 mois";"https://www.youtube.com/watch?v=gKdLTTz0mHM";"NON"
"pEyqvNTuiec";"Il gardait Guantánamo… puis l'Islam a bouleversé toute sa vie";"18:41";1121;"4,5 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=pEyqvNTuiec";"NON"
"Non3XX4T41w";"Un musulman invité par des non-musulmans au Royaume-Uni";"27:54";1674;"1,2 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=Non3XX4T41w";"NON"
"_S6FxlSCfkU";"J'allais devenir un grand prêtre… jusqu'au choc qui m'a conduit à l'Islam";"23:48";1428;"4,3 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=_S6FxlSCfkU";"NON"
"pY9FqfMh1u0";"Mon incroyable conversion à l'Islam | Un témoignage sincère";"19:20";1160;"1,3 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=pY9FqfMh1u0";"NON"
"wh-yflqBH1Y";"Élevé dans une famille athée aux États-Unis : pourquoi j'ai quitté Hollywood pour l'Islam ?";"31:16";1876;"5,6 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=wh-yflqBH1Y";"NON"
"DFlQjgzUzoA";"D'Hollywood à l'Islam : le Coran a transformé toute ma vie";"11:08";668;"835 vues";"il y a 2 mois";"https://www.youtube.com/watch?v=DFlQjgzUzoA";"NON"
"xW9vIsMv5ek";"Il découvre l'Islam dans le pays le plus islamophobe d'Europe";"15:16";916;"833 vues";"il y a 2 mois";"https://www.youtube.com/watch?v=xW9vIsMv5ek";"NON"
"nK6YzLV7YT8";"Dr. Jeffrey Lang : Pourquoi les Occidentaux s'éloignent-ils de l'Islam ? Une analyse profonde";"1:12:37";4357;"2,5 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=nK6YzLV7YT8";"NON"
"TIiB4Xyv2Zc";"Rendre sa grandeur à l'Amérique ? Un discours choc qui démonte le mythe américain";"11:10";670;"342 vues";"il y a 2 mois";"https://www.youtube.com/watch?v=TIiB4Xyv2Zc";"NON"
"jqb5w_mDBhM";"Mon Parcours vers l'Islam : Le Témoignage Bouleversant d'une Américaine Convertie";"12:45";765;"856 vues";"il y a 2 mois";"https://www.youtube.com/watch?v=jqb5w_mDBhM";"NON"
"IL2gh6P_2wg";"Les Scandales du Christianisme :Vérités Cachées sur les Orthodoxes, les Catholiques, les Protestants";"29:40";1780;"583 vues";"il y a 2 mois";"https://www.youtube.com/watch?v=IL2gh6P_2wg";"NON"
"C5lMIUnfp-U";"George Saliba : Chrétien, Puis Athée… Il Rejette la Divinité de Jésus et Se Convertit à l’Islam";"34:12";2052;"7,2 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=C5lMIUnfp-U";"NON"
"gn3361Vb2Tc";"Agression d’une Suédoise musulmane : victime de haine anti-hijab en Suède";"11:45";705;"660 vues";"il y a 2 mois";"https://www.youtube.com/watch?v=gn3361Vb2Tc";"NON"
"wjxS7MKTULw";"J’ai fui pour sauver ma foi : le récit poignant d’une nouvelle musulmane";"20:18";1218;"2,2 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=wjxS7MKTULw";"NON"
"3hvW7jwvwck";"J'ai Découvert l'Islam en Afrique du Sud sous l'Apartheid - Témoignage";"22:25";1345;"5,2 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=3hvW7jwvwck";"NON"
"f8fgvZD-JQg";"Un Savant Converti Révèle Pourquoi le Coran est Resté Inchangé depuis Plus de 1 400 Ans";"39:23";2363;"6,1 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=f8fgvZD-JQg";"NON"
"dQY9hJRajN0";"Carol raconte sa conversion à l’Islam : rejetée par l’Église et menacée après avoir choisi Allah";"32:22";1942;"11 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=dQY9hJRajN0";"NON"
"U5CJsH3PySw";"Elle avait tout : luxe, voitures de rêve et voyages privés… puis l’Islam a changé sa vie.";"26:09";1569;"812 vues";"il y a 2 mois";"https://www.youtube.com/watch?v=U5CJsH3PySw";"NON"
"yuxyV5WBR6U";"Jeffrey Lang: Le secret du ""Sceau des Prophètes"" enfin dévoilé";"55:19";3319;"19 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=yuxyV5WBR6U";"NON"
"7RWX-zrgaik";"D’ancien diacre chrétien à l’islam : le récit bouleversant d’une rencontre qui a changé sa vie";"43:19";2599;"5,7 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=7RWX-zrgaik";"NON"
"bNZ9mnSFcW8";"Ce politicien d’extrême droite s’est converti à l’Islam";"11:07";667;"2,7 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=bNZ9mnSFcW8";"NON"
"pHGI-26ROJ4";"Pourquoi cet historien occidental est resté bloqué sur certaines vérités de l’Islam ?";"1:08:38";4118;"4,7 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=pHGI-26ROJ4";"NON"
"u4UOHR01wtM";"J’étais sans-abri et prêt à tomber… ce qui s’est passé ensuite est incroyable";"23:21";1401;"3,7 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=u4UOHR01wtM";"NON"
"6f7vOOkwaKo";"L’Amérique m’a choqué : comment j’ai découvert l’islam | Témoignage bouleversant";"21:39";1299;"12 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=6f7vOOkwaKo";"NON"
"a2r_1zT8nCw";"Pourquoi les détenus se convertissent à l’Islam";"10:11";611;"10 k vues";"il y a 2 mois";"https://www.youtube.com/watch?v=a2r_1zT8nCw";"NON"
"UC9oKF2t6XQ";"Converti à l’islam, George révèle des vérités qui ont bouleversé sa vision du christianisme";"11:30";690;"2,9 k vues";"il y a 3 mois";"https://www.youtube.com/watch?v=UC9oKF2t6XQ";"NON"
"4i47K3T1VlQ";"De nombreuses familles juives vivent des aides du gouvernement américain au lieu de travailler !";"15:57";957;"648 vues";"il y a 3 mois";"https://www.youtube.com/watch?v=4i47K3T1VlQ";"NON"
"EQEyDoUHw_M";"Même les surveillants de prison préfèrent travailler avec les détenus musulmans";"10:00";600;"61 k vues";"il y a 3 mois";"https://www.youtube.com/watch?v=EQEyDoUHw_M";"NON"
"TZVmxTjtl6o";"Yusuf Estes : La scène bouleversante qui a fait pleurer des millions de personnes";"23:19";1399;"6 k vues";"il y a 3 mois";"https://www.youtube.com/watch?v=TZVmxTjtl6o";"NON"
"gzQJy66Wjj4";"Pourquoi des milliers de personnes se tournent vers l’Islam pour combattre le racisme 🔥";"15:01";901;"785 vues";"il y a 3 mois";"https://www.youtube.com/watch?v=gzQJy66Wjj4";"NON"
"MVLfPT53muY";"Louis Farrakhan et la Nation de l’Islam : l’analyse de Siraj Wahhaj";"15:23";923;"760 vues";"il y a 3 mois";"https://www.youtube.com/watch?v=MVLfPT53muY";"NON"
"9-1up_pKNJ0";"L'histoire de la conversion à l'islam avec Duraid Ibrahim Al-Mawsili";"39:45";2385;"33 k vues";"il y a 3 mois";"https://www.youtube.com/watch?v=9-1up_pKNJ0";"NON"
"P07JzgtRfRM";"De la boxe professionnelle à l’islam : l’incroyable parcours de Pierre Vogel (Abou Hamza)";"17:07";1027;"4,4 k vues";"il y a 3 mois";"https://www.youtube.com/watch?v=P07JzgtRfRM";"NON"
"5qS0GUxG2LU";"Pourquoi cette universitaire a quitté le christianisme pour l’islam";"11:31";691;"1,7 k vues";"il y a 3 mois";"https://www.youtube.com/watch?v=5qS0GUxG2LU";"NON"
"Rf9QSiqcTe4";"Comment j’ai trouvé la paix intérieure : mon chemin du christianisme à l’islam";"13:36";816;"1,6 k vues";"il y a 3 mois";"https://www.youtube.com/watch?v=Rf9QSiqcTe4";"NON"
"15NWt0RpvxA";"Un professeur explique : pourquoi l'embryon humain correspond à la description du Coran";"15:23";923;"1,1 k vues";"il y a 3 mois";"https://www.youtube.com/watch?v=15NWt0RpvxA";"NON"
"e_VBUCW0CC8";"Une femme allemande raconte son incroyable conversion à l’Islam";"14:28";868;"3,6 k vues";"il y a 3 mois";"https://www.youtube.com/watch?v=e_VBUCW0CC8";"NON"
"YxquMR63ziI";"Débat tendu sur le voile en France : une femme musulmane répond avec calme et fermeté";"10:51";651;"1,2 k vues";"il y a 3 mois";"https://www.youtube.com/watch?v=YxquMR63ziI";"NON"
"U8rw2XMJ7Ho";"Le parcours de recherche qui a bouleversé les convictions du diplomate allemand Murad Hofmann.";"19:36";1176;"6,1 k vues";"il y a 3 mois";"https://www.youtube.com/watch?v=U8rw2XMJ7Ho";"NON"
"8drDLxp62yE";"Il raconte enfin pourquoi il a choisi l’Islam… un témoignage bouleversant";"15:29";929;"972 vues";"il y a 3 mois";"https://www.youtube.com/watch?v=8drDLxp62yE";"NON"
"nlgo_KWOVMo";"Abandonner les péchés pour rechercher l’agrément d’Allah Par cheikh Ahmad Musa Jibril";"21:02";1262;"535 vues";"il y a 3 mois";"https://www.youtube.com/watch?v=nlgo_KWOVMo";"NON"
"ZlinzTY4ogE";"Mon père a retiré mon hijab pendant que je priais… Son histoire bouleversante 😢";"22:09";1329;"10 k vues";"il y a 3 mois";"https://www.youtube.com/watch?v=ZlinzTY4ogE";"NON"
"h9cy8Jpppb4";"Pourquoi des milliers de personnes quittent l’Église ? Une réalité choquante";"10:09";609;"3,1 k vues";"il y a 3 mois";"https://www.youtube.com/watch?v=h9cy8Jpppb4";"NON"
"MtKaPZNO7cg";"Un célèbre athée britannique tente d’humilier un musulman converti… puis tout bascule !";"14:41";881;"3,7 k vues";"il y a 4 mois";"https://www.youtube.com/watch?v=MtKaPZNO7cg";"NON"
"FOYKMZJ2fps";"Quand des musulmans se sont installés dans ce quartier américain: résultat a surpris tout le monde";"16:26";986;"2,7 k vues";"il y a 4 mois";"https://www.youtube.com/watch?v=FOYKMZJ2fps";"NON"
"USUWsJXwY68";"Un médecin américain stupéfait : comment Muhammad savait cela il y a 1400 ans ?";"21:31";1291;"13 k vues";"il y a 4 mois";"https://www.youtube.com/watch?v=USUWsJXwY68";"NON"
"t7tFXn0oIK0";"J’ai Étudié Toutes les Églises Chrétiennes… Puis J’ai Choisi l’Islam";"47:02";2822;"5,1 k vues";"il y a 4 mois";"https://www.youtube.com/watch?v=t7tFXn0oIK0";"NON"
"sgQJRMJRHzo";"Il Était Grand Prêtre… Sa Conversion à l’Islam Va Vous Surprendre !";"15:45";945;"1,5 k vues";"il y a 4 mois";"https://www.youtube.com/watch?v=sgQJRMJRHzo";"NON"
"t0XkYGAyXGc";"Un professeur chinois choque des chrétiens et des juifs — “L’Islam est la vérité";"10:48";648;"8,4 k vues";"il y a 4 mois";"https://www.youtube.com/watch?v=t0XkYGAyXGc";"NON"
"KYBKjm9JDLs";"Une seule preuve de l’existence de Dieu ? La réponse qui a convaincu des athées !";"11:23";683;"748 vues";"il y a 4 mois";"https://www.youtube.com/watch?v=KYBKjm9JDLs";"NON"
"Ts1PqF8sEB0";"Un célèbre avocat américain choque : L’Islam nous déteste-t-il ? Sa réaction va vous surprendre";"11:34";694;"3,3 k vues";"il y a 4 mois";"https://www.youtube.com/watch?v=Ts1PqF8sEB0";"NON"
"w1-Cqe3yR78";"Mon parcours vers l’Islam : Du doute à la foi";"17:34";1054;"863 vues";"il y a 4 mois";"https://www.youtube.com/watch?v=w1-Cqe3yR78";"NON"
"5L1CYo-dS9U";"Vivre comme une musulmane 3 jours à Séoul 🇰🇷 | Expérience inattendue !";"17:32";1052;"3 k vues";"il y a 4 mois";"https://www.youtube.com/watch?v=5L1CYo-dS9U";"NON"
"5rDOGHCkw3U";"Ils sont choqués ! L’islam progresse… et les églises se vident en Occident";"11:25";685;"2 k vues";"il y a 4 mois";"https://www.youtube.com/watch?v=5rDOGHCkw3U";"NON"
"TlHhI7Eudr0";"Un homme de principe choque l’Occident : Laissez les musulmans appliquer leur charia !";"13:31";811;"2,6 k vues";"il y a 4 mois";"https://www.youtube.com/watch?v=TlHhI7Eudr0";"NON"
"vjGMko7KGXA";"Vidéo ancienne mais toujours pertinente: Les erreurs scientifiques dans la Bible – Dr Zakir Naik";"14:05";845;"937 vues";"il y a 4 mois";"https://www.youtube.com/watch?v=vjGMko7KGXA";"NON"
"nh4WVpIisVo";"Une réponse remarquable à une femme catholique – Cheikh Youssef Estes";"10:44";644;"1,4 k vues";"il y a 4 mois";"https://www.youtube.com/watch?v=nh4WVpIisVo";"NON"
"kVFvId6Qa7M";"Combattante MMA : Amber Leibrock raconte sa conversion à l’Islam et son passé bouleversant";"12:32";752;"1,6 k vues";"il y a 4 mois";"https://www.youtube.com/watch?v=kVFvId6Qa7M";"NON"
"IjBA-rAT3s4";"Il voulait PROUVER que l’Islam est faux… puis tout a basculé !";"14:34";874;"1,7 k vues";"il y a 4 mois";"https://www.youtube.com/watch?v=IjBA-rAT3s4";"NON"
"_AMKhZqCh7Y";"Un boxeur britannique fait sensation sur les réseaux sociaux en se convertissant à l’Islam !!!";"13:25";805;"1,9 k vues";"il y a 5 mois";"https://www.youtube.com/watch?v=_AMKhZqCh7Y";"NON"
"ScBDqHiLPxU";"Il combattait… puis il a découvert l’Islam (témoignage choc)";"18:37";1117;"1,3 k vues";"il y a 5 mois";"https://www.youtube.com/watch?v=ScBDqHiLPxU";"NON"
"RXwx4kwIr4o";"Comment le 11 septembre m’a guidé vers l’islam";"23:05";1385;"5,3 k vues";"il y a 5 mois";"https://www.youtube.com/watch?v=RXwx4kwIr4o";"NON"
"zF5xMYPniro";"J’ai posé 3 questions à Allah… Réponses bouleversantes (À voir absolument)";"26:16";1576;"4,3 k vues";"il y a 5 mois";"https://www.youtube.com/watch?v=zF5xMYPniro";"NON"
"Dd2ulxWVgCg";"Réponds à ces 3 questions… et j'accepte l’Islam ! 😱";"32:32";1952;"3,6 k vues";"il y a 5 mois";"https://www.youtube.com/watch?v=Dd2ulxWVgCg";"NON"
"fHkjI-LZ2LE";"Professeur juif se convertit à l’Islam | Témoignage bouleversant";"17:17";1037;"19 k vues";"il y a 5 mois";"https://www.youtube.com/watch?v=fHkjI-LZ2LE";"NON"
"wsoJCiUqEKw";"Jésus dans l'Islam ? Ce que les musulmans croient vraiment";"16:07";967;"347 vues";"il y a 5 mois";"https://www.youtube.com/watch?v=wsoJCiUqEKw";"NON"
"wh4JpcNXgfs";"Un rabbin anti-sioniste critique le mythe de la vache rousse";"12:04";724;"11 k vues";"il y a 5 mois";"https://www.youtube.com/watch?v=wh4JpcNXgfs";"NON"
"hsrFwRoXqc0";"Iftar géant à Moscou 🇷🇺 : pourquoi 20 millions de musulmans vivent en Russie ?";"14:42";882;"3,6 k vues";"il y a 5 mois";"https://www.youtube.com/watch?v=hsrFwRoXqc0";"NON"
"JCwJbXSJTwQ";"Derrière la richesse du Golfe, une fragilité inquiétante";"17:59";1079;"364 vues";"il y a 5 mois";"https://www.youtube.com/watch?v=JCwJbXSJTwQ";"NON"
"0NsstBaMb08";"La chute du régime iranien : 3 scénarios dangereux pour le Moyen-Orient";"10:12";612;"591 vues";"il y a 5 mois";"https://www.youtube.com/watch?v=0NsstBaMb08";"NON"
"DoDhW7fyTfY";"Général israélien: Nous pouvons gagner la guerre contre l’Iran mais la catastrophe arrive !";"10:23";623;"1,2 k vues";"il y a 5 mois";"https://www.youtube.com/watch?v=DoDhW7fyTfY";"NON"
"QSJ2o7ocXqM";"Bonne nouvelle pour les musulmans, les signes du retour du Califat islamique commencent à apparaître";"14:53";893;"2,2 k vues";"il y a 5 mois";"https://www.youtube.com/watch?v=QSJ2o7ocXqM";"NON"
"xskLucS4ohQ";"Israël vs Iran : le véritable objectif du grand événement de 2027, loin de la série médiatique";"19:01";1141;"701 vues";"il y a 6 mois";"https://www.youtube.com/watch?v=xskLucS4ohQ";"NON"
"Ylbv_DdNvSU";"Expert militaire américain : Les erreurs catastrophiques des États-Unis et d’Israël face à l’Iran";"10:16";616;"1,7 k vues";"il y a 6 mois";"https://www.youtube.com/watch?v=Ylbv_DdNvSU";"NON"
"rNpzWxL5nU0";"Comment l’Iran peut paralyser l’Occident en un seul coup – Analyse du Prof. Jiang Xueqin";"11:30";690;"726 vues";"il y a 6 mois";"https://www.youtube.com/watch?v=rNpzWxL5nU0";"NON"
"_SW20k-EsDk";"Ce qu’un Israélien dit sur le Ramadan – L’analyse choquante de Mordechai";"14:45";885;"5,1 k vues";"il y a 6 mois";"https://www.youtube.com/watch?v=_SW20k-EsDk";"NON"
"jKyAfzMj2HY";"Expert chinois : voici ce à quoi mènera la guerre contre l’Iran";"16:40";1000;"19 k vues";"il y a 6 mois";"https://www.youtube.com/watch?v=jKyAfzMj2HY";"NON"
"ZQsjvtBFik0";"Pourquoi j’ai quitté le christianisme pour l’Islam | Mon histoire sincère de conversion";"15:00";900;"1,9 k vues";"il y a 6 mois";"https://www.youtube.com/watch?v=ZQsjvtBFik0";"NON"
"T4riPaxgHbo";"Imam vs Pasteur : Débat Choc en Prison – Le Pasteur Pris au Dépourvu !";"14:52";892;"3,2 k vues";"il y a 6 mois";"https://www.youtube.com/watch?v=T4riPaxgHbo";"NON"
"U-cNQcE5t3g";"Un défi de quelques minutes change tout : Madeline, ancienne ennemie des musulmans";"15:44";944;"5,9 k vues";"il y a 6 mois";"https://www.youtube.com/watch?v=U-cNQcE5t3g";"NON"
"p4OzcUjag6U";"JE NE VOULAIS PAS QUE CE SOIT VRAI";"15:03";903;"1,7 k vues";"il y a 6 mois";"https://www.youtube.com/watch?v=p4OzcUjag6U";"NON"
"amnsXnvdas8";"Tout a commencé dans le train – Témoignage inspirant d’une rencontre qui a changé une vie";"14:55";895;"1,3 k vues";"il y a 6 mois";"https://www.youtube.com/watch?v=amnsXnvdas8";"NON"
"wIQnPKANULE";"Le redoutable combattant russe se convertit à l’Islam et choque le MMA & l’UFC";"22:34";1354;"11 k vues";"il y a 6 mois";"https://www.youtube.com/watch?v=wIQnPKANULE";"NON"
"U2r-BwkGeX4";"Mon parcours de la recherche à la lumière | Comment ai-je embrassé l’Islam ?";"28:26";1706;"920 vues";"il y a 6 mois";"https://www.youtube.com/watch?v=U2r-BwkGeX4";"NON"
"PkOBd1G7ybc";"De l’autisme non verbal au bonheur à la mosquée – Une transformation bouleversante";"14:58";898;"13 k vues";"il y a 6 mois";"https://www.youtube.com/watch?v=PkOBd1G7ybc";"NON"
"1PODhLs2ymU";"Pourquoi cet Anglais du Yorkshire s’est converti à l’Islam après avoir lu l’Évangile de Barnabé";"19:13";1153;"4,9 k vues";"il y a 6 mois";"https://www.youtube.com/watch?v=1PODhLs2ymU";"NON"
"F2HiyH4TIkY";"Un professeur chinois explique pourquoi l’Islam a surpassé le judaïsme et le christianisme";"10:08";608;"10 k vues";"il y a 6 mois";"https://www.youtube.com/watch?v=F2HiyH4TIkY";"NON"
"seJilrArgfQ";"Un célèbre combattant autrichien se convertit à l’islam et témoigne";"14:41";881;"2,8 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=seJilrArgfQ";"NON"
"LMDc_orlIUM";"Millionnaire suédois: j’ai eu des relations avec des centaines de femmes et je vivais comme paradis";"16:14";974;"2,2 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=LMDc_orlIUM";"NON"
